texto,rotulo
sempre compro pelo site da americanas comprei a tv de 50 polegadas da philips e a mesma apresentou problemas a imagem aparecia uma mancha preta e sumia como se fosse um flash na imagem mas somente na parte de cima e era preto a mancha solicitei atroca e agora estou aguardando a nova tv chegar,2
"demora para realização do envio do aparelho, demora na confecção da nota fiscal, problema simples que poderia ter sido evitado com as palavras ""pré venda""!! me senti engando pela loja e com certeza é a última vez que eu compro por aqui.",1
o frete nunca é o mesmo da primeira página. está com erro,5
"o aparelho tem as funções que diz ter. faltou dizer que não lê cds de mp3 (o que não era problema para mim). no entanto, o som dele é estridente, sem possibilidade de regular, muito ruidoso, bem desagradável mesmo. é muito alto, mas só. não recomendo.",1
desempenho até bom para um aparelho nessa faixa de preço mas o carregador não durou 3 dias.,1
"preço do produto muito bom e após finalizado a compra, produto chegou em 3 dias.",5
"o produto chegou rápido e atendeu perfeitamente minhas necessidades, recomendo.",5
muito bom . melhor celular na fixa de preço. sem compração,5
amei...lindo! produto entregue no prazo...bem empacotado...,4
aparelho com funcionalidade excelente! surpreendeu todas as expectativas. inúmeras funções dependendo da quantidade ainda funciona como processador... recomendo,5
"estava super em duvida ao comprar, vi varias pessoas falando a favor como principalmente contra. mas esta cafeteira e show de bola faz super rapido o cafe ,sai bem quentinho e do tamanho ideal.",4
produto atendeu minhas expectativa referente um celular moderno.,4
"ele apresenta muito fracil , achei que era tipo falsificado kkkkk , mas em termos de água quente 100% aprovado .",4
"por ser um jogo bem infantil, chega a ser falta de senso não ter áudio em português. tenho dois filhos (3 e 6 anos) e por mais que a mais velha saiba ler, não consegue acompanhar a leitura das legendas, o mais novo simplesmente joga por instinto. obrigatoriamente deveria ter áudio em português. no mais o jogo é bem indicado para a idade a que se propõe.",3
para servicos caseiros nao há melhor...muito bom produto... indico onprotudo,4
"muito boa a cadeirinha, meu filho adorou...eu super recomendo...entrega super rápida...obrigada",5
"pano muito bom,não amassa,tamanho muito bom do jeito que imaginei",3
e ocupa pouco espaço no armário vale o investimento:),5
"até agora não entendi, alguem cancelou meu pedido como se fosse eu e mesmo enviando emails para voces não obtive resposta, me enviaram um vale para usar no site, só não quero o vale, quero meu dinheiro depositado na minha conta, pois não sou obrigado a comprar novamente com voces. o dinheiro saiu de minha conta e é para lá que deve retornar. ou me enviem o produto.",1
"comprei o produto no dia 09 de abril (um mês) e até agora a nota fiscal nem foi emitida, e estão me pedindo minha opinião. parece que nem vocês acreditam que eu ainda não recebi o produto. não recomendo compras deste site. demora muito, nota 0 (zero).",1
otimo............................................gostei muito do produto!,5
"ótimo custo benefício. entrega rápida, conforme combinado.",3
estou satisfeita com o produto e a rapidez da entrega.,4
o produto nao tem 3000 w de potencia como diz no anuncio o ar nao e tao quente e nao tem muita regulagem de ar apenas frio e quente,2
"não recebi como posso avaliar um produto que não recebi, e nem quero receber mais, quero meu dinheiro de volta",1
gostei muito do produto . entrega super rápida . parabéns pela agilidade na entrega e qualidade no produto .,5
"perfume marcante, mas não enjoativo, toque poderoso. amo",5
"boa noite! além do prazo de entrega ser uma eternidade, mas até aí tudo bem comprei sabendo, quando finalmente o produto chega a cor é totalmente diferente da que está no anúncio, recebi uma cabeceira mais pra marrom do q pra bege, o q eu não queria de jeito nenhum. pretendo devolver o produto.",2
atendeu as espectativas. demora uns dias para água ficar sem gosto devido a limpeza do filtro.,5
"um produto de ótima qualidade, entrega em tempo incrível, pneus são lindos !!!",5
a única coisa ruim é a demora na hora de ligar se correr pra ver algo esquece.no demais considero uma tv muito boa.,5
gostei muito do produto . entrega super rápida . parabéns pela agilidade na entrega e qualidade no produto .,5
"empresa péssima, comprei e coloquei meu endereço de sempre e eles disseram que não tinha ninguém no meu endereço, impossível! visto que moro em prédio com guarita 24horas! desrespeito com consumidor!",1
"paguei mais caro pra chegar mais rápido e até agora nada, arrependida :/",1
chegou antes do prazo. foi comprado numa segunda e na quinta já estava comigo. região norte fluminense-rj.,5
"as pecas de acabamento são muito ruins de encaixar. apesar da boa aparência do produto, não recomento para quem busca facilidade na instalação.",2
produto atendeu minhas espectativas e o material e de boa qualidade,4
gostei muito do produto . entrega super rápida . parabéns pela agilidade na entrega e qualidade no produto .,5
entrega super rápida . parabéns pela agilidade na entrega e qualidade no produto .,5
"são muito pequenos, propaganda enganosa, não são de materiais ruins, mais parecem mais pincéis miniatura",1
o que vem junto com o hoverboard vem controle e capa como na foto?,3
"olá boa noite. recebi o produto dentro do prazo porém o produto chegou danificado a embalagem de pecima qualidade as molduras quebradas as garras de fixisar ao parachoque, sem contar que a qualidade do peido é muito ruim .",1
maravilhosa... estou encantada com a eficácia .... mostra a que veio e faz seu serviço perfeitamente,5
"sai pouca água, o preço do refil é relativamente caro, sendo trocado a cada seis meses e o meu teve pouco tempo de vida útil.",2
segunda aquisição do mesmo produto. ele cumpre os objetivos que eh filtrar o ar exalado durante o processo de preparo das refeições.,4
"excelente produto para colar pérolas, pedrarias,etc em caixas de mdf.",5
"comprei o produto já estou pagando a primeira parcela e ainda não recebi, a previsão de entrega é 14/06/18 é um absurdo.",1
"parafusadeira de ótima qualidade, compacta leve para manusear, muito boa!",5
é uma bela máquina. preço bom. atendeu perfeitamente.,4
"então fiz o pedido a um mês e só ontem dia 08/05/2018 foi emitida a nota fiscal, e ainda não recebi o produto, que tinha ate o dia 09/05/2018 para ser entregue. estou decepcionado com a americanas, pois sempre comprava com eles e nunca tinha acontecido isso.",3
ainda estou testando o aparelho mais por enquanto esta indo tudo bem aparelho leve desempenho ate que bom é um um ótimo custo beneficio.,3
"produto mt bom. boa qualidade , funcional e pratico.",5
"a qualidade de som é muito boa. as duas caixas satélites com alto-falantes de amplo espectro e tweeter garantem a reprodução das frequências médias e agudas, enquanto a caixa central com um woofer pesado garante a reprodução dos graves. as caixas são de madeira com o acabamento frontal em plástico negro brilhante. muito bonitas e sem distorções. isso, aliado a uma boa divisão de frequências, resulta num som potente, nítido e de ótima qualidade. a versatilidade do equipamento é inegável, tem rádio fm estéreo com sintonização digital e automática das estações, cd player, bluetooth, entrada auxiliar, entrada digital e entrada usb para cartões e pendrives. tudo funciona muito bem. mas nem tudo ""são flores""... o controle remoto é fraco. meu sofá fica a uns 3 metros do aparelho de som e eu tenho que esticar o braço e tentar algumas posições diferentes para que funcione, mesmo com pilhas novas ! isso é irritante ! os comandos do controle remoto são lentos também. você aperta a tecla do equalizador, e o aparelho só muda a equalização uns 2 ou 3 segundos depois... a mesma coisa para desligar. parece que a philco tentou fazer um equipamento de ótima qualidade sonora, mas economizando nos periféricos e sistemas de navegação. agrava-se a isso a garantia de apenas 6 meses... pouco tempo para um equipamento desse nível e uma marca com esse renome. em resumo, uma tremenda (literalmente !) qualidade de som, num aparelho extremamente versátil, mas com algumas limitações no controle remoto. ainda assim recomendo ! principalmente se adquirido em promoção, pois leva-se um som intermediário, com qualidade superior.",3
"ótimo, vale muito a pena. sem ponto negativos, fiquei muito satisfeito.",5
"no longo prazo, não estou em posição de avaliar, mas o produto recebido é de boa qualidade, e o preço estava bom em comparação com produtos com as mesmas características.",4
esse relógio não condiz com o que está na descrição. as americanas deveriam cuidar mais disso. insatisfeito,2
comprei o produto achando que poderia utilizar pelo menos um ano. mas usei apenas uma vez. logo após coloquei para carregar e não funcionou mais. infelizmente não recomendo!,1
comprei de presente para minha mãe e ela esta super satisfeita!!,5
"superou minhas expectativas. fácil compreensão, simples de consultar.",5
"produto excelente, faltou apenas enviarem a bolsa.",5
"comprei e não me satisfez ,atém de não gelar bem tem muita pouca pressão.",2
"chegou antes do prazo de entrega, mas veio com defeito todo rasgado no canto.....",1
"ele fica falhando, para de funcionar e tem que ficar mudando de posição para tentar ligar novamente. quem for comprar para uso profissional, não faça isso!!!!",1
"cofre robusto, pequeno e simples. vale o quanto pesa. o manual poderia ser melhor porém é pedir muito aqui no brasil.",4
"muito boa! leve e muito prática, sem falar da marca.",5
"excelente, facilitador, prático, bem bom, recomendo",5
"compro há anos pelo site das lojas americanas e, desta vez, tive a infelicidade de adquirir um produto com defeito, botão voltar do aparelho não funciona. optei por não trocar pois preciso do aparelho e me prejudicaria ainda mais ficando sem o mesmo por mais tempo. baixei então um aplicativo que exerce a função deste botão, resolvendo em parte o problema. sugiro que a americanas selecione melhor seus fornecedores de eletrônicos para que nenhum outro cliente seja prejudicado e fique insatisfeito da mesma forma que eu. o aparelho é maravilhoso, mas em virtude do transtorno que me foi causado, não recomendo a ninguém adquirir eletrônicos por este site.",1
